Date,Cash,Accounts Receivable,Inventory,Current Liabilities,Current Assets
2014-10-21,"$260878","$42076","$9287","-$125399","$186842"
2014-10-22,"$265911","$45295","$5161","-$125399","$190968"
2014-10-23,"$270441","$40765","$9037","-$129275","$190968"
2014-10-24,"$276235","$52144","$450","-$129275","$199555"
2014-10-25,"$281450","$46929","$5574","-$134399","$199555"
2014-10-26,"$276537","$51370","$3675","-$126953","$204629"
2014-10-27,"$281674","$46233","$7555","-$130833","$204629"
2014-10-28,"$286298","$41609","$7555","-$130833","$204629"
2014-10-29,"$290459","$37448","$7555","-$130833","$204629"
2014-10-30,"$294204","$33703","$7555","-$130833","$204629"
2014-10-31,"$288642","$40465","$1925","-$120774","$210259"
2014-11-01,"$292689","$36418","$3969","-$122818","$210259"
2014-11-02,"$296331","$32776","$9856","-$131705","$207259"
2014-11-03,"$299609","$29498","$9856","-$131705","$207259"
2014-11-04,"$302559","$26548","$9856","-$131705","$207259"
2014-11-05,"$307081","$40696","$521","-$131705","$216594"
2014-11-06,"$279012","$41275","$1236","-$124847","$196677"
2014-11-07,"$283140","$37147","$6439","-$130050","$196677"
2014-11-08,"$288404","$47371","$1130","-$132724","$204182"
2014-11-09,"$293605","$46802","$2771","-$136681","$206498"
2014-11-10,"$298630","$45216","$7888","-$143517","$208217"
2014-11-11,"$289067","$40694","$7888","-$129432","$208217"
2014-11-12,"$293454","$39482","$6300","-$129432","$209805"
2014-11-13,"$297403","$35533","$9834","-$132966","$209805"
2014-11-14,"$300957","$31979","$9834","-$132966","$209805"
2014-11-15,"$305414","$40104","$3543","-$132966","$216096"
2014-11-16,"$277373","$44954","$2219","-$126028","$198518"
2014-11-17,"$282826","$49070","$2389","-$130983","$203303"
2014-11-18,"$287733","$44163","$8074","-$136668","$203303"
2014-11-19,"$292333","$41398","$7157","-$136668","$204220"
2014-11-20,"$296718","$39462","$5932","-$136668","$205445"
2014-11-21,"$290457","$40203","$5527","-$128139","$208049"
2014-11-22,"$295523","$45592","$4733","-$132572","$213276"
2014-11-23,"$300083","$41032","$8318","-$136157","$213276"
2014-11-24,"$304187","$36928","$8318","-$136157","$213276"
2014-11-25,"$307880","$33235","$8318","-$136157","$213276"
2014-11-26,"$300701","$29911","$8318","-$125654","$213276"
2014-11-27,"$303693","$26919","$8318","-$125654","$213276"
2014-11-28,"$307895","$37809","$772","-$125654","$220822"
2014-11-29,"$311676","$34028","$3236","-$128118","$220822"
2014-11-30,"$315079","$30625","$8904","-$133786","$220822"
2014-12-01,"$309531","$42810","$433","-$123481","$229293"
2014-12-02,"$313812","$38529","$3169","-$129217","$226293"
2014-12-03,"$318145","$38990","$3761","-$132206","$228690"
2014-12-04,"$322044","$35091","$5860","-$134305","$228690"
2014-12-05,"$325776","$33583","$11409","-$140966","$229802"
2014-12-06,"$295982","$30224","$11409","-$130313","$207302"
2014-12-07,"$299005","$27201","$11409","-$130313","$207302"
2014-12-08,"$301726","$24480","$11409","-$130556","$207059"
2014-12-09,"$305656","$35368","$4000","-$130556","$214468"
2014-12-10,"$310067","$39694","$3336","-$134261","$218836"
2014-12-11,"$300222","$35724","$9314","-$126424","$218836"
2014-12-12,"$303795","$32151","$9314","-$126424","$218836"
2014-12-13,"$307458","$32967","$7075","-$126424","$221076"
2014-12-14,"$310755","$29670","$7075","-$126424","$221076"
2014-12-15,"$313722","$26703","$7075","-$126424","$221076"
2014-12-16,"$284202","$24032","$7075","-$116733","$198576"
2014-12-17,"$286606","$21628","$7075","-$116733","$198576"
2014-12-18,"$290129","$31699","$278","-$116733","$205373"
2014-12-19,"$294148","$36166","$2625","-$123323","$209616"
2014-12-20,"$297765","$32549","$8049","-$128747","$209616"
2014-12-21,"$291135","$29294","$8049","-$118862","$209616"
2014-12-22,"$294065","$26364","$8049","-$118862","$209616"
2014-12-23,"$296702","$23727","$8049","-$118862","$209616"
2014-12-24,"$299472","$24926","$6064","-$118862","$211600"
2014-12-25,"$303187","$33434","$4419","-$123328","$217712"
2014-12-26,"$296798","$30090","$8010","-$117186","$217712"
2014-12-27,"$300893","$36853","$2581","-$117186","$223141"
2014-12-28,"$304579","$33167","$5615","-$120220","$223141"
2014-12-29,"$309180","$41401","$5283","-$126306","$229558"
2014-12-30,"$313745","$41076","$6116","-$129259","$231678"
2014-12-31,"$309127","$50306","$2069","-$122414","$239088"
2015-01-01,"$314436","$47775","$7637","-$129371","$240477"
2015-01-02,"$319214","$42997","$7637","-$132371","$237477"
2015-01-03,"$324004","$43105","$5188","-$132371","$239926"
2015-01-04,"$328315","$38794","$9944","-$137127","$239926"
2015-01-05,"$332195","$34914","$9944","-$137127","$239926"
2015-01-06,"$302854","$31422","$9944","-$126794","$217426"
2015-01-07,"$306733","$34911","$6260","-$126794","$221110"
2015-01-08,"$312248","$49634","$756","-$131591","$231046"
2015-01-09,"$317212","$44670","$4637","-$135472","$231046"
2015-01-10,"$321679","$40203","$8373","-$139208","$231046"
2015-01-11,"$312465","$40146","$6171","-$125533","$233248"
2015-01-12,"$316480","$36131","$9382","-$128744","$233248"
2015-01-13,"$320094","$32517","$9382","-$128744","$233248"
2015-01-14,"$323346","$29265","$9382","-$128744","$233248"
2015-01-15,"$326273","$26338","$9382","-$128744","$233248"
2015-01-16,"$296522","$23704","$9382","-$118859","$210748"
2015-01-17,"$298893","$21333","$9382","-$118859","$210748"
2015-01-18,"$302751","$34716","$762","-$118859","$219369"
2015-01-19,"$306223","$31244","$4213","-$122310","$219369"
2015-01-20,"$310947","$42507","$81","-$126172","$227362"
2015-01-21,"$305039","$38256","$5944","-$121876","$227362"
2015-01-22,"$308865","$34430","$8467","-$124399","$227362"
2015-01-23,"$312308","$30987","$8467","-$124399","$227362"
2015-01-24,"$315640","$29979","$7305","-$124399","$228524"
2015-01-25,"$319186","$31906","$4569","-$124399","$231261"
2015-01-26,"$312310","$28715","$11105","-$120868","$231261"
2015-01-27,"$315182","$25843","$11105","-$120868","$231261"
2015-01-28,"$318688","$31546","$6500","-$120868","$235865"
2015-01-29,"$323588","$44093","$3129","-$126220","$244589"
2015-01-30,"$328295","$42356","$6269","-$130845","$246074"
2015-01-31,"$322117","$38120","$10517","-$124679","$246074"
2015-02-01,"$325929","$34308","$10517","-$124679","$246074"
2015-02-02,"$329360","$30877","$10517","-$127679","$243074"
2015-02-03,"$333893","$40797","$3290","-$127679","$250300"
2015-02-04,"$337973","$36717","$6081","-$130470","$250300"
2015-02-05,"$341645","$33045","$12977","-$137366","$250300"
2015-02-06,"$313142","$39145","$7752","-$127013","$233025"
2015-02-07,"$317057","$35230","$7752","-$127013","$233025"
2015-02-08,"$321377","$38875","$3770","-$127087","$236934"
2015-02-09,"$326452","$45668","$1001","-$130252","$242868"
2015-02-10,"$331319","$43799","$6208","-$136958","$244367"
2015-02-11,"$321990","$39419","$10071","-$127112","$244367"
2015-02-12,"$325932","$35477","$10071","-$127112","$244367"
2015-02-13,"$329480","$31929","$10071","-$127112","$244367"
2015-02-14,"$332673","$28736","$10071","-$127112","$244367"
2015-02-15,"$336991","$38857","$2851","-$127112","$251587"
2015-02-16,"$308066","$34971","$9593","-$123543","$229087"
2015-02-17,"$311945","$34904","$7687","-$123543","$230993"
2015-02-18,"$315728","$34044","$6226","-$123543","$232454"
2015-02-19,"$320404","$42075","$1918","-$125589","$238808"
2015-02-20,"$324612","$37867","$8519","-$132190","$238808"
2015-02-21,"$318279","$34545","$8261","-$122018","$239066"
2015-02-22,"$322668","$39501","$3588","-$122018","$243739"
2015-02-23,"$327601","$44397","$5219","-$128563","$248653"
2015-02-24,"$333510","$53175","$2392","-$133080","$255997"
2015-02-25,"$340158","$59831","$1285","-$138625","$262649"
2015-02-26,"$334979","$53847","$6740","-$132917","$262649"
2015-02-27,"$340364","$48462","$10615","-$136792","$262649"
2015-02-28,"$345211","$43615","$10615","-$136792","$262649"
2015-03-01,"$351279","$54603","$2087","-$136792","$271177"
2015-03-02,"$356740","$49142","$6385","-$144090","$268177"
2015-03-03,"$363737","$62971","$1921","-$150039","$278590"
2015-03-04,"$370035","$56673","$7365","-$155483","$278590"
2015-03-05,"$375896","$52743","$6400","-$155483","$279555"
2015-03-06,"$346325","$47468","$12195","-$148932","$257055"
2015-03-07,"$351072","$42721","$12195","-$148932","$257055"
2015-03-08,"$355345","$38448","$12195","-$148876","$257112"
2015-03-09,"$359190","$34603","$12195","-$148876","$257112"
2015-03-10,"$362764","$32164","$11627","-$148876","$257679"
2015-03-11,"$351720","$28947","$11627","-$134615","$257679"
2015-03-12,"$354615","$26052","$11627","-$134615","$257679"
2015-03-13,"$357221","$23446","$11627","-$134615","$257679"
2015-03-14,"$360081","$25737","$9052","-$134615","$260254"
2015-03-15,"$363177","$27862","$6441","-$134615","$262865"
2015-03-16,"$332522","$25075","$13260","-$130492","$240365"
2015-03-17,"$335030","$22567","$13260","-$130492","$240365"
2015-03-18,"$337287","$20310","$13260","-$130492","$240365"
2015-03-19,"$339891","$23427","$10400","-$130492","$243225"
2015-03-20,"$343512","$32581","$4012","-$130492","$249613"
2015-03-21,"$336249","$29322","$9914","-$125872","$249613"
2015-03-22,"$339182","$26389","$9914","-$125872","$249613"
2015-03-23,"$341821","$23750","$9914","-$125872","$249613"
2015-03-24,"$344997","$28582","$5910","-$125872","$253617"
2015-03-25,"$347856","$25723","$10987","-$130949","$253617"
2015-03-26,"$342032","$38199","$2627","-$120880","$261977"
2015-03-27,"$345852","$34379","$8107","-$126360","$261977"
2015-03-28,"$349290","$30941","$8107","-$126360","$261977"
2015-03-29,"$352385","$27846","$8107","-$126360","$261977"
2015-03-30,"$356004","$32571","$3935","-$126360","$266150"
2015-03-31,"$349244","$29313","$7921","-$120328","$266150"
2015-04-01,"$352176","$26381","$7921","-$120328","$266150"
2015-04-02,"$355160","$26855","$6192","-$123328","$264879"
2015-04-03,"$358945","$34062","$2897","-$125529","$270375"
2015-04-04,"$362352","$30655","$5760","-$128392","$270375"
2015-04-05,"$365418","$27589","$9687","-$132319","$270375"
2015-04-06,"$336699","$33421","$4914","-$122386","$252647"
2015-04-07,"$340042","$30078","$11720","-$129192","$252647"
2015-04-08,"$343050","$27070","$11720","-$129022","$252818"
2015-04-09,"$345757","$24363","$11720","-$129022","$252818"
2015-04-10,"$348194","$21926","$11720","-$129022","$252818"
2015-04-11,"$337952","$20326","$11390","-$116520","$253147"
2015-04-12,"$339985","$18293","$11390","-$116520","$253147"
2015-04-13,"$342120","$19209","$9865","-$116520","$254673"
2015-04-14,"$344120","$17998","$9470","-$116520","$255067"
2015-04-15,"$347772","$32863","$212","-$116520","$264326"
2015-04-16,"$319411","$29576","$3595","-$110755","$241826"
2015-04-17,"$322369","$26618","$10033","-$117193","$241826"
2015-04-18,"$325031","$23956","$10033","-$117193","$241826"
2015-04-19,"$327427","$21560","$10033","-$117193","$241826"
2015-04-20,"$329583","$19404","$10033","-$117193","$241826"
2015-04-21,"$322602","$17463","$10033","-$108271","$241826"
2015-04-22,"$324349","$15716","$10033","-$108271","$241826"
2015-04-23,"$326210","$16748","$8586","-$108271","$243272"
2015-04-24,"$327885","$15073","$8586","-$108271","$243272"
2015-04-25,"$331053","$28512","$283","-$108271","$251576"
2015-04-26,"$325211","$25660","$6467","-$105761","$251576"
2015-04-27,"$327777","$23094","$12952","-$112246","$251576"
2015-04-28,"$330087","$20784","$12952","-$112246","$251576"
2015-04-29,"$333841","$33786","$4574","-$112246","$259954"
2015-04-30,"$337220","$30407","$7361","-$115033","$259954"
2015-05-01,"$331519","$27366","$7361","-$106291","$259954"
2015-05-02,"$334256","$24629","$7361","-$109291","$256954"
2015-05-03,"$336719","$22166","$7361","-$109291","$256954"
2015-05-04,"$338936","$19949","$7361","-$109291","$256954"
2015-05-05,"$340931","$17954","$7361","-$109291","$256954"
2015-05-06,"$312213","$16158","$7361","-$101277","$234454"
2015-05-07,"$313829","$14542","$7361","-$101277","$234454"
2015-05-08,"$316118","$20601","$3187","-$101038","$238867"
2015-05-09,"$318179","$18540","$5297","-$103148","$238867"
2015-05-10,"$320033","$16686","$10400","-$108251","$238867"
2015-05-11,"$310994","$15017","$10400","-$97543","$238867"
2015-05-12,"$312496","$13515","$10400","-$97543","$238867"
2015-05-13,"$313989","$13430","$9696","-$97543","$239571"
2015-05-14,"$316672","$24146","$2996","-$97543","$246270"
2015-05-15,"$319087","$21731","$7297","-$101844","$246270"
2015-05-16,"$291118","$19557","$7297","-$94201","$223770"
2015-05-17,"$293074","$17601","$7297","-$94201","$223770"
2015-05-18,"$295499","$21820","$3975","-$94201","$227092"
2015-05-19,"$297681","$19638","$10111","-$100337","$227092"
2015-05-20,"$300646","$26677","$5109","-$100337","$232094"
2015-05-21,"$295325","$24009","$10765","-$98004","$232094"
2015-05-22,"$297726","$21608","$10765","-$98004","$232094"
2015-05-23,"$299887","$19447","$10765","-$98004","$232094"
2015-05-24,"$303284","$30565","$3508","-$98004","$239352"
2015-05-25,"$306341","$27508","$7575","-$102071","$239352"
2015-05-26,"$301430","$24757","$7575","-$94409","$239352"
2015-05-27,"$303906","$22281","$7575","-$94409","$239352"
2015-05-28,"$306135","$20052","$7575","-$94409","$239352"
2015-05-29,"$309212","$27685","$2220","-$94409","$244707"
2015-05-30,"$311981","$24916","$5125","-$97314","$244707"
2015-05-31,"$306893","$22424","$8892","-$93501","$244707"
2015-06-01,"$310033","$28257","$4405","-$93501","$249193"
2015-06-02,"$312859","$25431","$10770","-$102866","$246193"
2015-06-03,"$316041","$28630","$7580","-$102866","$249384"
2015-06-04,"$318904","$25767","$7580","-$102866","$249384"
2015-06-05,"$321481","$23190","$7580","-$102866","$249384"
2015-06-06,"$293822","$20871","$7580","-$95388","$226884"
2015-06-07,"$295910","$18783","$7580","-$95388","$226884"
2015-06-08,"$298669","$24831","$3176","-$95145","$231531"
2015-06-09,"$302863","$37739","$421","-$100941","$240082"
2015-06-10,"$306691","$34445","$2416","-$103203","$240349"
2015-06-11,"$300855","$44214","$674","-$98052","$247690"
2015-06-12,"$305277","$39792","$2895","-$100273","$247690"
2015-06-13,"$309257","$35812","$8059","-$105437","$247690"
2015-06-14,"$312839","$32230","$8059","-$105437","$247690"
2015-06-15,"$316062","$29007","$8059","-$105437","$247690"
2015-06-16,"$289477","$34721","$3273","-$97494","$229976"
2015-06-17,"$294274","$43169","$776","-$101619","$236599"
2015-06-18,"$299457","$46645","$755","-$105928","$240928"
2015-06-19,"$305153","$51258","$1759","-$112086","$246083"
2015-06-20,"$311519","$57287","$1496","-$118021","$252280"
2015-06-21,"$307757","$51558","$7489","-$114523","$252280"
2015-06-22,"$312913","$46402","$7489","-$114523","$252280"
2015-06-23,"$317554","$41761","$7489","-$114523","$252280"
2015-06-24,"$321731","$37584","$7489","-$114523","$252280"
2015-06-25,"$325490","$33825","$7489","-$114523","$252280"
2015-06-26,"$320173","$30442","$7489","-$105823","$252280"
2015-06-27,"$323218","$27397","$7489","-$105823","$252280"
2015-06-28,"$325958","$24657","$7489","-$105823","$252280"
2015-06-29,"$328424","$22191","$7489","-$105823","$252280"
2015-06-30,"$331241","$25347","$4503","-$105823","$255267"
2015-07-01,"$325603","$22812","$6880","-$100027","$255267"
2015-07-02,"$327885","$20530","$13098","-$109245","$252267"
2015-07-03,"$330387","$22512","$10856","-$109245","$254509"
2015-07-04,"$332639","$20260","$10856","-$109245","$254509"
2015-07-05,"$334665","$18234","$10856","-$109245","$254509"
2015-07-06,"$305979","$16410","$10856","-$101235","$232009"
2015-07-07,"$307620","$14769","$10856","-$101235","$232009"
2015-07-08,"$309097","$13292","$10856","-$101053","$232191"
2015-07-09,"$310427","$11962","$10856","-$101053","$232191"
2015-07-10,"$311624","$10765","$10856","-$101053","$232191"
2015-07-11,"$302541","$9688","$10856","-$90893","$232191"
2015-07-12,"$303510","$8719","$10856","-$90893","$232191"
2015-07-13,"$304382","$7847","$10856","-$90893","$232191"
2015-07-14,"$305167","$7062","$10856","-$90893","$232191"
2015-07-15,"$306059","$8022","$9930","-$90893","$233117"
2015-07-16,"$277631","$7219","$9930","-$84162","$210617"
2015-07-17,"$279614","$17839","$3628","-$84162","$216919"
2015-07-18,"$281398","$16055","$8975","-$89509","$216919"
2015-07-19,"$284613","$28932","$929","-$89509","$224965"
2015-07-20,"$287507","$26038","$4998","-$93578","$224965"
2015-07-21,"$282941","$23434","$7589","-$88999","$224965"
2015-07-22,"$285285","$21090","$7589","-$88999","$224965"
2015-07-23,"$287394","$18981","$7589","-$88999","$224965"
2015-07-24,"$289293","$17082","$7589","-$88999","$224965"
2015-07-25,"$291415","$19094","$5522","-$88999","$227032"
2015-07-26,"$286291","$17184","$11058","-$87501","$227032"
2015-07-27,"$288010","$15465","$11058","-$87501","$227032"
2015-07-28,"$289557","$13918","$11058","-$87501","$227032"
2015-07-29,"$290949","$12526","$11058","-$87501","$227032"
2015-07-30,"$292545","$14364","$9341","-$87501","$228749"
2015-07-31,"$287534","$12927","$9341","-$81053","$228749"
2015-08-01,"$289607","$18656","$5440","-$81053","$232650"
2015-08-02,"$291473","$16790","$10287","-$88900","$229650"
2015-08-03,"$293435","$17650","$8876","-$88900","$231061"
2015-08-04,"$295476","$18362","$7500","-$88900","$232437"
2015-08-05,"$297313","$16525","$7500","-$88900","$232437"
2015-08-06,"$270151","$14872","$7500","-$82585","$209937"
2015-08-07,"$271639","$13384","$7500","-$82585","$209937"
2015-08-08,"$273516","$16885","$4811","-$82512","$212700"
2015-08-09,"$275205","$15196","$11707","-$89408","$212700"
2015-08-10,"$276725","$13676","$11707","-$89408","$212700"
2015-08-11,"$268804","$12308","$11707","-$80118","$212700"
2015-08-12,"$270541","$15625","$9180","-$80118","$215227"
2015-08-13,"$272849","$20769","$5454","-$80118","$218953"
2015-08-14,"$276519","$33030","$4348","-$86978","$226918"
2015-08-15,"$279998","$31303","$6889","-$90395","$227794"
2015-08-16,"$253656","$28172","$10300","-$86833","$205294"
2015-08-17,"$256474","$25354","$10300","-$86833","$205294"
2015-08-18,"$260779","$38744","$1453","-$86833","$214142"
2015-08-19,"$264654","$34869","$5202","-$90582","$214142"
2015-08-20,"$268141","$31382","$8730","-$94110","$214142"
2015-08-21,"$264694","$31959","$6665","-$87111","$216206"
2015-08-22,"$267890","$28763","$12987","-$93433","$216206"
2015-08-23,"$270767","$25886","$12987","-$93433","$216206"
2015-08-24,"$273426","$23922","$12640","-$93433","$216554"
2015-08-25,"$275819","$21529","$12640","-$93433","$216554"
2015-08-26,"$271030","$19376","$12640","-$86491","$216554"
2015-08-27,"$272968","$17438","$12640","-$86491","$216554"
2015-08-28,"$276690","$33497","$2749","-$86491","$226444"
2015-08-29,"$280040","$30147","$5623","-$89365","$226444"
2015-08-30,"$283055","$27132","$8595","-$92337","$226444"
2015-08-31,"$278918","$24418","$8595","-$85486","$226444"
2015-09-01,"$281360","$21976","$8595","-$85486","$226444"
2015-09-02,"$284268","$26163","$5048","-$88486","$226992"
2015-09-03,"$286885","$23546","$9454","-$92892","$226992"
2015-09-04,"$289240","$21191","$9454","-$92892","$226992"
2015-09-05,"$291360","$19071","$9454","-$92892","$226992"
2015-09-06,"$264121","$17163","$9454","-$86245","$204492"
2015-09-07,"$266278","$19409","$7252","-$86245","$206693"
2015-09-08,"$268219","$17468","$7252","-$86302","$206637"
2015-09-09,"$270177","$17622","$6196","-$86302","$207693"
2015-09-10,"$271940","$15859","$12372","-$92478","$207693"
2015-09-11,"$266066","$34105","$1354","-$82813","$218711"
2015-09-12,"$269477","$30694","$8140","-$89599","$218711"
2015-09-13,"$272547","$27624","$8140","-$89599","$218711"
2015-09-14,"$275310","$24861","$8140","-$89599","$218711"
2015-09-15,"$277797","$22374","$8140","-$89599","$218711"
2015-09-16,"$250912","$20136","$8140","-$82976","$196211"
2015-09-17,"$254352","$30953","$1012","-$82976","$203340"
2015-09-18,"$257448","$27857","$6685","-$88649","$203340"
2015-09-19,"$260234","$25071","$12680","-$94644","$203340"
2015-09-20,"$264711","$40285","$2834","-$94644","$213185"
2015-09-21,"$261392","$37979","$7824","-$93052","$214142"
2015-09-22,"$265190","$34181","$7824","-$93052","$214142"
2015-09-23,"$269658","$40212","$2575","-$93052","$219392"
2015-09-24,"$273680","$36190","$9134","-$99611","$219392"
2015-09-25,"$277299","$32571","$9134","-$99611","$219392"
2015-09-26,"$274037","$37747","$4448","-$92154","$224077"
2015-09-27,"$277812","$33972","$7273","-$94979","$224077"
2015-09-28,"$281210","$30574","$7273","-$94979","$224077"
2015-09-29,"$284268","$27516","$7273","-$94979","$224077"
2015-09-30,"$288362","$36839","$565","-$94979","$230786"
2015-10-01,"$284613","$33155","$4908","-$91889","$230786"
2015-10-02,"$287929","$29839","$7742","-$97723","$227786"
2015-10-03,"$290913","$26855","$7742","-$97723","$227786"
2015-10-04,"$293599","$24169","$7742","-$97723","$227786"
2015-10-05,"$296016","$21752","$7742","-$97723","$227786"
2015-10-06,"$268642","$19576","$7742","-$90673","$205286"
2015-10-07,"$270600","$17618","$7742","-$90673","$205286"
2015-10-08,"$272362","$15856","$7742","-$90844","$205115"
2015-10-09,"$273948","$14270","$7742","-$90844","$205115"
2015-10-10,"$275375","$12843","$7742","-$90844","$205115"
2015-10-11,"$267027","$11558","$7742","-$81211","$205115"
2015-10-12,"$268183","$10402","$7742","-$81211","$205115"
2015-10-13,"$270524","$21066","$1239","-$81211","$211618"
2015-10-14,"$272631","$18959","$3496","-$83468","$211618"
2015-10-15,"$274583","$17562","$8063","-$88312","$211895"
2015-10-16,"$248302","$24613","$3170","-$81796","$194288"
2015-10-17,"$251843","$31866","$2119","-$86142","$199685"
2015-10-18,"$255095","$29268","$4114","-$88464","$200012"
2015-10-19,"$258343","$29227","$5892","-$91846","$201616"
2015-10-20,"$261266","$26304","$11116","-$97070","$201616"
2015-10-21,"$256652","$23673","$11116","-$89825","$201616"
2015-10-22,"$259020","$21305","$11116","-$89825","$201616"
2015-10-23,"$261486","$22189","$9441","-$89825","$203291"
2015-10-24,"$263705","$19970","$9441","-$89825","$203291"
2015-10-25,"$265702","$17973","$9441","-$89825","$203291"
2015-10-26,"$260858","$16175","$9441","-$83183","$203291"
2015-10-27,"$263106","$20226","$6292","-$83183","$206440"
2015-10-28,"$265129","$18203","$10665","-$87556","$206440"
2015-10-29,"$268578","$31032","$2526","-$87556","$214579"
2015-10-30,"$271682","$27928","$8329","-$93359","$214579"
2015-10-31,"$267539","$25135","$8329","-$86423","$214579"
2015-11-01,"$271148","$32472","$2856","-$86423","$220052"
2015-11-02,"$274396","$29224","$9504","-$96071","$217052"
2015-11-03,"$277319","$26301","$9504","-$96071","$217052"
2015-11-04,"$280197","$25901","$8265","-$96071","$218291"
2015-11-05,"$282788","$23310","$8265","-$96071","$218291"
2015-11-06,"$255707","$20979","$8265","-$89159","$195791"
2015-11-07,"$257805","$18881","$8265","-$89159","$195791"
2015-11-08,"$259694","$16992","$8265","-$89399","$195552"
2015-11-09,"$261394","$15292","$8265","-$89399","$195552"
2015-11-10,"$264049","$23893","$2637","-$89399","$201180"
2015-11-11,"$256663","$21503","$5042","-$82027","$201180"
2015-11-12,"$258814","$19352","$7782","-$84767","$201180"
2015-11-13,"$261375","$23048","$4653","-$84767","$204309"
2015-11-14,"$263680","$20743","$10161","-$90275","$204309"
2015-11-15,"$265755","$18668","$10161","-$90275","$204309"
2015-11-16,"$238443","$16801","$10161","-$83596","$181809"
2015-11-17,"$240124","$15120","$10161","-$83596","$181809"
2015-11-18,"$241636","$13608","$10161","-$83596","$181809"
2015-11-19,"$242997","$12247","$10161","-$83596","$181809"
2015-11-20,"$245092","$18855","$5810","-$83596","$186160"
2015-11-21,"$241935","$30832","$3630","-$82535","$193862"
2015-11-22,"$246075","$37251","$3328","-$87512","$199141"
2015-11-23,"$249801","$33525","$7558","-$91742","$199141"
2015-11-24,"$253154","$30172","$7558","-$91742","$199141"
2015-11-25,"$256172","$27154","$7558","-$91742","$199141"
2015-11-26,"$252157","$25071","$7206","-$84941","$199493"
2015-11-27,"$256055","$35082","$252","-$84941","$206447"
2015-11-28,"$260334","$38509","$165","-$88707","$210300"
2015-11-29,"$264273","$35448","$4780","-$93761","$210739"
2015-11-30,"$269576","$47722","$1314","-$99084","$219528"
2015-12-01,"$266514","$42949","$6377","-$96312","$219528"
2015-12-02,"$272142","$50651","$6464","-$106064","$223193"
2015-12-03,"$277733","$50315","$6073","-$108300","$225820"
2015-12-04,"$282765","$45283","$11126","-$113353","$225820"
2015-12-05,"$287294","$40754","$11126","-$113353","$225820"
2015-12-06,"$260518","$36678","$11126","-$105001","$203320"
2015-12-07,"$264423","$35144","$9940","-$105001","$204506"
2015-12-08,"$267938","$31629","$9940","-$105245","$204262"
2015-12-09,"$271101","$28466","$9940","-$105245","$204262"
2015-12-10,"$273948","$25619","$9940","-$105245","$204262"
2015-12-11,"$265611","$23057","$9940","-$94345","$204262"
2015-12-12,"$268845","$29102","$5301","-$94345","$208902"
2015-12-13,"$271756","$26191","$7410","-$96454","$208902"
2015-12-14,"$274376","$23571","$7410","-$96454","$208902"
2015-12-15,"$276734","$21213","$7410","-$96454","$208902"
2015-12-16,"$250637","$32368","$34","-$89260","$193778"
2015-12-17,"$253874","$29131","$2115","-$91341","$193778"
2015-12-18,"$256788","$26217","$6079","-$95305","$193778"
2015-12-19,"$260099","$29798","$4697","-$97369","$197224"
2015-12-20,"$263819","$33476","$7188","-$103559","$200923"
2015-12-21,"$259531","$31477","$6438","-$95773","$201672"
2015-12-22,"$262679","$28329","$9634","-$98969","$201672"
2015-12-23,"$265512","$25496","$9634","-$98969","$201672"
2015-12-24,"$268062","$22946","$9634","-$98969","$201672"
2015-12-25,"$270639","$23184","$8227","-$98969","$203080"
2015-12-26,"$265554","$20865","$8227","-$91565","$203080"
2015-12-27,"$267641","$18778","$8227","-$91565","$203080"
2015-12-28,"$269519","$16900","$8227","-$91565","$203080"
2015-12-29,"$271209","$15210","$8227","-$91565","$203080"
2015-12-30,"$273389","$19613","$4935","-$91565","$206371"
2015-12-31,"$268133","$17651","$10115","-$89527","$206371"
2016-01-01,"$270371","$20141","$7751","-$89527","$208735"
2016-01-02,"$272386","$18126","$7751","-$92527","$205735"
2016-01-03,"$275520","$28203","$1146","-$92527","$212341"
2016-01-04,"$278341","$25382","$3849","-$95230","$212341"
2016-01-05,"$280880","$22843","$10496","-$101877","$212341"
2016-01-06,"$253943","$26626","$7125","-$94481","$193212"
2016-01-07,"$256606","$23963","$7125","-$94481","$193212"
2016-01-08,"$259003","$21566","$7125","-$94664","$193029"
2016-01-09,"$261160","$19409","$7125","-$94664","$193029"
2016-01-10,"$263101","$17468","$7125","-$94664","$193029"
2016-01-11,"$254885","$15721","$7125","-$84701","$193029"
2016-01-12,"$256458","$14148","$7125","-$84701","$193029"
2016-01-13,"$259081","$23602","$1086","-$84701","$199067"
2016-01-14,"$261442","$21241","$6498","-$90113","$199067"
2016-01-15,"$264378","$26424","$8059","-$95733","$203127"
2016-01-16,"$237387","$23781","$8059","-$88599","$180627"
2016-01-17,"$239766","$21402","$8059","-$88599","$180627"
2016-01-18,"$241907","$19261","$8059","-$88599","$180627"
2016-01-19,"$245069","$28458","$1879","-$88599","$186806"
2016-01-20,"$248652","$32247","$4919","-$95325","$190492"
2016-01-21,"$244215","$29022","$11663","-$94407","$190492"
2016-01-22,"$247118","$26119","$11663","-$94407","$190492"
2016-01-23,"$249730","$23507","$11663","-$94407","$190492"
2016-01-24,"$252081","$21156","$11663","-$94407","$190492"
2016-01-25,"$254197","$19040","$11663","-$94407","$190492"
2016-01-26,"$249078","$17136","$11663","-$87384","$190492"
2016-01-27,"$250792","$15422","$11663","-$87384","$190492"
2016-01-28,"$252335","$13879","$11663","-$87384","$190492"
2016-01-29,"$253723","$12491","$11663","-$87384","$190492"
